CMDLINE '/Users/twishisaran/Documents/Spring 2023 - CSUN/COMP 589 - Software Metrics/Project/PythonProject/Earthquake_Magnitude/venv/bin/python' '/Users/twishisaran/Documents/Spring 2023 - CSUN/COMP 589 - Software Metrics/Project/PythonProject/Earthquake_Magnitude/app/views.py'
MEM 0.859375 1680812950.1420
MEM 26.718750 1680812950.2515
MEM 48.496094 1680812950.3604
MEM 65.882812 1680812950.4696
MEM 81.136719 1680812950.5772
MEM 97.148438 1680812950.6861
MEM 103.593750 1680812950.7949
MEM 113.046875 1680812950.8994
MEM 123.593750 1680812951.0082
MEM 134.648438 1680812951.1171
MEM 148.503906 1680812951.2258
MEM 158.863281 1680812951.3345
MEM 167.320312 1680812951.4433
MEM 168.492188 1680812951.5520
