CMDLINE python '/Users/twishisaran/Documents/Spring 2023 - CSUN/COMP 589 - Software Metrics/Project/PythonProject/Earthquake_Magnitude/app/magnitude.py'
MEM 0.792969 1680812627.2837
MEM 28.070312 1680812627.3893
MEM 48.136719 1680812627.4945
MEM 61.812500 1680812627.5996
MEM 76.226562 1680812627.7048
MEM 85.679688 1680812627.8100
MEM 95.734375 1680812627.9152
MEM 108.093750 1680812628.0204
MEM 115.468750 1680812628.1256
MEM 129.226562 1680812628.2307
MEM 143.171875 1680812628.3359
MEM 149.398438 1680812628.4411
MEM 153.566406 1680812628.5463
