CMDLINE '/Users/twishisaran/Documents/Spring 2023 - CSUN/COMP 589 - Software Metrics/Project/PythonProject/Earthquake_Magnitude/venv/bin/python' app/views.py
MEM 0.500000 1684386658.1139
MEM 26.289062 1684386658.2197
MEM 44.074219 1684386658.3249
MEM 55.628906 1684386658.4301
MEM 66.480469 1684386658.5303
MEM 77.070312 1684386658.6355
MEM 86.269531 1684386658.7386
MEM 95.242188 1684386658.8425
MEM 105.417969 1684386658.9472
MEM 114.542969 1684386659.0523
MEM 120.222656 1684386659.1575
MEM 126.785156 1684386659.2626
MEM 133.207031 1684386659.3647
MEM 140.246094 1684386659.4699
MEM 144.570312 1684386659.5752
MEM 151.574219 1684386659.6804
MEM 161.828125 1684386659.7855
MEM 171.386719 1684386659.8907
MEM 180.250000 1684386659.9922
MEM 185.027344 1684386660.0974
MEM 186.570312 1684386660.1992
MEM 184.886719 1684386660.3044
